151,1,2,10,13,18,19,15
152,1,5,13,26,29,34,43
153,3,8,11,12,13,36,33
154,6,19,21,35,40,45,20
155,16,19,20,32,33,41,4
156,5,18,28,30,42,45,2
157,19,26,30,33,35,39,37
158,4,9,13,18,21,34,7
159,1,18,30,41,42,43,32
160,3,7,8,34,39,41,1
161,22,34,36,40,42,45,44
162,1,5,21,25,38,41,24
163,7,11,26,28,29,44,16
164,6,9,10,11,39,41,27
165,5,13,18,19,22,42,31
166,9,12,27,36,39,45,14
167,24,27,28,30,36,39,4
168,3,10,31,40,42,43,30
169,16,27,35,37,43,45,19
170,2,11,13,15,31,42,10
171,4,16,25,29,34,35,1
172,4,19,21,24,26,41,35
173,3,9,24,30,33,34,18
174,13,14,18,22,35,39,16
175,19,26,28,31,33,36,17
176,4,17,30,32,33,34,15
177,1,10,13,16,37,43,6
178,1,5,11,12,18,23,9
179,5,9,17,25,39,43,32
180,2,15,20,21,29,34,22
181,14,21,23,32,40,45,44
182,13,15,27,29,34,40,35
183,2,18,24,34,40,42,5
184,1,2,6,16,20,33,41
185,1,2,4,8,19,38,14
186,4,10,14,19,21,45,9
187,1,2,8,18,29,38,42
188,19,24,27,30,31,34,36
189,8,14,32,35,37,45,28
190,8,14,18,30,31,44,15
191,5,6,24,25,32,37,8
192,4,8,11,18,37,45,33
193,6,14,18,26,36,39,13
194,15,20,23,26,39,44,28
195,7,10,19,22,35,40,31
196,35,36,37,41,44,45,30
197,7,12,16,34,42,45,4
198,12,19,20,25,41,45,2
199,14,21,22,25,30,36,43
200,5,6,13,14,17,20,7
201,3,11,24,38,39,44,26
202,12,14,27,33,39,44,17
203,1,3,11,24,30,32,7
204,3,12,14,35,40,45,5
205,1,3,21,29,35,37,30
206,1,2,3,15,20,25,43
207,3,11,14,31,32,37,38
208,14,25,31,34,40,44,24
209,2,7,18,20,24,33,37
210,10,19,22,23,25,37,39
211,12,13,17,20,33,41,8
212,11,12,18,21,31,38,8
213,2,3,4,5,20,24,42
214,5,7,20,25,28,37,32
215,2,3,7,15,43,44,4
216,7,16,17,33,36,40,1
217,16,20,27,33,35,39,38
218,1,8,14,18,29,44,20
219,4,11,20,26,35,37,16
220,5,11,19,21,34,43,31
221,2,20,33,35,37,40,10
222,5,7,28,29,39,43,44
223,1,3,18,20,26,27,38
224,4,19,26,27,30,42,7
225,5,11,13,19,31,36,7
226,2,6,8,14,21,22,34
227,4,5,15,16,22,42,2
228,17,25,35,36,39,44,23
229,4,5,9,11,23,38,35
230,5,11,14,29,32,33,12
231,5,10,19,31,44,45,27
232,8,9,10,12,24,44,35
233,4,6,13,17,28,40,39
234,13,21,22,24,26,37,4
235,21,22,26,27,31,37,8
236,1,4,8,13,37,39,7
237,1,11,17,21,24,44,33
238,2,4,15,28,31,34,35
239,11,15,24,39,41,44,7
240,6,10,16,40,41,43,21
241,2,16,24,27,28,35,21
242,4,19,20,21,32,34,43
243,2,12,17,19,28,42,34
244,13,16,25,36,37,38,19
245,9,11,27,31,32,38,22
246,13,18,21,23,26,39,15
247,12,15,28,36,39,40,13
248,3,8,17,23,38,45,13
249,3,8,27,31,41,44,11
250,19,23,30,37,43,45,38
251,6,7,19,25,28,38,45
252,14,23,26,31,39,45,28
253,8,19,25,31,34,36,33
254,1,5,19,20,24,30,27
255,1,5,6,24,27,42,32
256,4,11,14,21,23,43,32
257,6,13,27,31,32,37,4
258,14,27,30,31,38,40,17
259,4,5,14,35,42,45,34
260,7,12,15,24,37,40,43
261,6,11,16,18,31,43,2
262,9,12,24,25,29,31,36
263,1,27,28,32,37,40,18
264,9,16,27,36,41,44,5
265,5,9,34,37,38,39,12
266,3,4,9,11,22,42,37
267,7,8,24,34,36,41,1
268,3,10,19,24,32,45,12
269,5,18,20,36,42,43,32
270,5,9,12,20,21,26,27
271,3,8,9,27,29,40,36
272,7,9,12,27,39,43,28
273,1,8,24,31,34,44,6
274,13,14,15,26,35,39,25
275,14,19,20,35,38,40,26
276,4,15,21,33,39,41,25
277,10,12,13,15,25,29,20
278,3,11,37,39,41,43,13
279,7,16,31,36,37,38,11
280,10,11,23,24,36,37,35
281,1,3,4,6,14,41,12
282,2,5,10,18,31,32,30
283,6,8,18,31,38,45,42
284,2,7,15,24,30,45,28
285,13,33,37,40,41,45,2
286,1,15,19,40,42,44,17
287,6,12,24,27,35,37,41
288,1,12,17,28,35,41,10
289,3,14,33,37,38,42,10
290,8,13,18,32,39,45,7
291,3,7,8,18,20,42,45
292,17,18,31,32,33,34,10
293,1,9,17,21,29,33,24
294,6,10,17,30,37,38,40
295,1,4,12,16,18,38,8
296,3,8,15,27,30,45,44
297,6,11,19,20,28,32,34
298,5,9,27,29,37,40,19
299,1,3,20,25,36,45,24
300,7,9,10,12,26,38,39
301,7,11,13,33,37,43,26
302,13,19,20,32,38,42,4
303,2,14,17,30,38,45,43
304,4,10,16,26,33,41,38
305,7,8,18,21,23,39,9
306,4,18,23,30,34,41,19
307,5,15,21,23,25,45,12
308,14,15,17,19,37,45,40
309,1,2,5,11,18,36,22
310,1,5,19,28,34,41,16
311,4,12,24,27,28,32,10
312,2,3,5,6,12,20,25
313,9,17,34,35,43,45,2
314,15,17,19,34,38,41,2
315,1,13,33,35,43,45,23
316,10,11,21,27,31,39,43
317,3,10,11,22,36,39,8
318,2,17,19,20,34,45,21
319,5,8,22,28,33,42,37
320,16,19,23,25,41,45,3
321,12,18,20,21,25,34,42
322,9,18,29,32,38,43,20
323,10,14,15,32,36,42,3
324,2,4,21,25,33,36,17
325,7,17,20,32,44,45,33
326,16,23,25,33,36,39,40
327,6,12,13,17,32,44,24
328,1,6,9,16,17,28,24
329,9,17,19,30,35,42,4
330,3,4,16,17,19,20,23
331,4,9,14,26,31,44,39
332,16,17,34,36,42,45,3
333,5,14,27,30,39,43,35
334,13,15,21,29,39,43,33
335,5,9,16,23,26,45,21
336,3,5,20,34,35,44,16
337,1,5,14,18,32,37,4
338,2,13,34,38,42,45,16
339,6,8,14,21,30,37,45
340,18,24,26,29,34,38,32
341,1,8,19,34,39,43,41
342,1,13,14,33,34,43,25
343,1,10,17,29,31,43,15
344,1,2,15,28,34,45,38
345,15,20,23,29,39,42,2
346,5,13,14,22,44,45,33
347,3,8,13,27,32,42,10
348,3,14,17,20,24,31,34
349,5,13,14,20,24,25,36
350,1,8,18,24,29,33,35
351,5,25,27,29,34,36,33
352,5,16,17,20,26,41,24
353,11,16,19,22,29,36,26
354,14,19,36,43,44,45,1
355,5,8,29,30,35,44,38
356,2,8,14,25,29,45,24
357,10,14,18,21,36,37,5
358,1,9,10,12,21,40,37
359,1,10,19,20,24,40,23
360,4,16,23,25,35,40,27
361,5,10,16,24,27,35,33
362,2,3,22,27,30,40,29
363,11,12,14,21,32,38,6
364,2,5,7,14,16,40,4
365,5,15,21,25,26,30,31
366,5,12,19,26,27,44,38
367,3,22,25,29,32,44,19
368,11,21,24,30,39,45,26
369,17,20,35,36,41,43,21
370,16,18,24,42,44,45,17
371,7,9,15,26,27,42,18
372,8,11,14,16,18,21,13
373,15,26,37,42,43,45,9
374,11,13,15,17,25,34,26
375,4,8,19,25,27,45,7
376,1,11,13,24,28,40,7
377,6,22,29,37,43,45,23
378,5,22,29,31,34,39,43
379,6,10,22,31,35,40,19
380,1,2,8,17,26,37,27
381,1,5,10,12,16,20,11
382,10,15,22,24,27,42,19
383,4,15,28,33,37,40,25
384,11,22,24,32,36,38,7
385,7,12,19,21,29,32,9
386,4,7,10,19,31,40,26
387,1,26,31,34,40,43,20
388,1,8,9,17,29,32,45
389,7,16,18,20,23,26,3
390,16,17,28,37,39,40,15
391,10,11,18,22,28,39,30
392,1,3,7,8,24,42,43
393,9,16,28,40,41,43,21
394,1,13,20,22,25,28,15
395,11,15,20,26,31,35,7
396,18,20,31,34,40,45,30
397,12,13,17,22,25,33,8
398,10,15,20,23,42,44,7
399,1,2,9,17,19,42,20
400,9,21,27,34,41,43,2
401,6,12,18,31,38,43,9
402,5,9,15,19,22,36,32
403,10,14,22,24,28,37,26
404,5,20,21,24,33,40,36
405,1,2,10,25,26,44,4
406,7,12,21,24,27,36,45
407,6,7,13,16,24,25,1
408,9,20,21,22,30,37,16
409,6,9,21,31,32,40,38
410,1,3,18,32,40,41,16
411,11,14,22,35,37,39,5
412,4,7,39,41,42,45,40
413,2,9,15,23,34,40,3
414,2,14,15,22,23,44,43
415,7,17,20,26,30,40,24
416,5,6,8,11,22,26,44
417,4,5,14,20,22,43,44
418,11,13,15,26,28,34,31
419,2,11,13,14,28,30,7
420,4,9,10,29,31,34,27
421,6,11,26,27,28,44,30
422,8,15,19,21,34,44,12
423,1,17,27,28,29,40,5
424,10,11,26,31,34,44,30
425,8,10,14,27,33,38,3
426,4,17,18,27,39,43,19
427,6,7,15,24,28,30,21
428,12,16,19,22,37,40,8
429,3,23,28,34,39,42,16
430,1,3,16,18,30,34,44
431,18,22,25,31,38,45,6
432,2,3,5,11,27,39,33
433,19,23,29,33,35,43,27
434,3,13,20,24,33,37,35
435,8,16,26,30,38,45,42
436,9,14,20,22,33,34,28
437,11,16,29,38,41,44,21
438,6,12,20,26,29,38,45
439,17,20,30,31,37,40,25
440,10,22,28,34,36,44,2
441,1,23,28,30,34,35,9
442,25,27,29,36,38,40,41
443,4,6,10,19,20,44,14
444,11,13,23,35,43,45,17
445,13,20,21,30,39,45,32
446,1,11,12,14,26,35,6
447,2,7,8,9,17,33,34
448,3,7,13,27,40,41,36
449,3,10,20,26,35,43,36
450,6,14,19,21,23,31,13
451,12,15,20,24,30,38,29
452,8,10,18,30,32,34,27
453,12,24,33,38,40,42,30
454,13,25,27,34,38,41,10
455,4,19,20,26,30,35,24
456,1,7,12,18,23,27,44
457,8,10,18,23,27,40,33
458,4,9,10,32,36,40,18
459,4,6,10,14,25,40,12
460,8,11,28,30,43,45,41
461,11,18,26,31,37,40,43
462,3,20,24,32,37,45,4
463,23,29,31,33,34,44,40
464,6,12,15,34,42,44,4
465,1,8,11,13,22,38,31
466,4,10,13,23,32,44,20
467,2,12,14,17,24,40,39
468,8,13,15,28,37,43,17
469,4,21,22,34,37,38,33
470,10,16,20,39,41,42,27
471,6,13,29,37,39,41,43
472,16,25,26,31,36,43,44
473,8,13,20,22,23,36,34
474,4,13,18,31,33,45,43
475,1,9,14,16,21,29,3
476,9,12,13,15,37,38,27
477,14,25,29,32,33,45,37
478,18,29,30,37,39,43,8
479,8,23,25,27,35,44,24
480,3,5,10,17,30,31,16
481,3,4,23,29,40,41,20
482,1,10,16,24,25,35,43
483,12,15,19,22,28,34,5
484,1,3,27,28,32,45,11
485,17,22,26,27,36,39,20
486,1,2,23,25,38,40,43
487,4,8,25,27,37,41,21
488,2,8,17,30,31,38,25
489,2,4,8,15,20,27,11
490,2,7,26,29,40,43,42
491,8,17,35,36,39,42,4
492,22,27,31,35,37,40,42
493,20,22,26,33,36,37,25
494,5,7,8,15,30,43,22
495,4,13,22,27,34,44,6
496,4,13,20,29,36,41,39
497,19,20,23,24,43,44,13
498,13,14,24,32,39,41,3
499,5,20,23,27,35,40,43
500,3,4,12,20,24,34,41
501,1,4,10,17,31,42,2
502,6,22,28,32,34,40,26
503,1,5,27,30,34,36,40
504,6,14,22,26,43,44,31
505,7,20,22,25,38,40,44
506,6,9,11,22,24,30,31
507,12,13,32,33,40,41,4
508,5,27,31,34,35,43,37
509,12,25,29,35,42,43,24
510,12,29,32,33,39,40,42
511,3,7,14,23,26,42,24
512,4,5,9,13,26,27,1
513,5,8,21,23,27,33,12
514,1,15,20,26,35,42,9
515,2,11,12,15,23,37,8
516,2,8,23,41,43,44,30
517,1,9,12,28,36,41,10
518,14,23,30,32,34,38,6
519,6,8,13,16,30,43,3
520,4,22,27,28,38,40,1
521,3,7,18,29,32,36,19
522,4,5,13,14,37,41,11
523,1,4,37,38,40,45,7
524,10,11,29,38,41,45,21
525,11,23,26,29,39,44,22
526,7,14,17,20,35,39,31
527,1,12,22,32,33,42,38
528,5,17,25,31,39,40,10
529,18,20,24,27,31,42,39
530,16,23,27,29,33,41,22
531,1,5,9,21,27,35,45
532,16,17,23,24,29,44,3
533,9,14,15,17,31,33,23
534,10,24,26,29,37,38,32
535,11,12,14,15,18,39,34
536,7,8,18,32,37,43,12
537,12,23,26,30,36,43,11
538,6,10,18,31,32,34,11
539,3,19,22,31,42,43,26
540,3,12,13,15,34,36,14
541,8,13,26,28,32,34,43
542,5,6,19,26,41,45,34
543,13,18,26,31,34,44,12
544,5,17,21,25,36,44,10
545,4,24,25,27,34,35,2
546,8,17,20,27,37,43,6
547,6,7,15,22,34,39,28
548,1,12,13,21,32,45,14
549,29,31,35,38,40,44,17
550,1,7,14,20,34,37,41
551,3,6,20,24,27,44,25
552,1,10,20,32,35,40,43
553,2,7,17,28,29,39,37
554,13,14,17,32,41,42,6
555,11,17,21,24,26,36,12
556,12,20,23,28,30,44,43
557,4,20,26,28,35,40,31
558,12,15,19,26,40,43,29
559,11,12,25,32,44,45,23
560,1,4,20,23,29,45,28
561,5,7,18,37,42,45,20
562,4,11,13,17,20,31,33
563,5,10,16,17,31,32,21
564,14,19,25,26,27,34,2
565,4,10,18,27,40,45,38
566,4,5,6,25,26,43,41
567,1,10,15,16,32,41,28
568,1,3,17,20,31,44,40
569,3,6,13,23,24,35,1
570,1,12,26,27,29,33,42
571,11,18,21,26,38,43,29
572,3,13,18,33,37,45,1
573,2,4,20,34,35,43,14
574,14,15,16,19,25,43,2
575,2,8,20,30,33,34,6
576,10,11,15,25,35,41,13
577,16,17,22,31,34,37,33
578,5,12,14,32,34,42,16
579,5,7,20,22,37,42,39
580,5,7,9,11,32,35,33
581,3,5,14,20,42,44,33
582,2,12,14,33,40,41,25
583,8,17,27,33,40,44,24
584,7,18,30,39,40,41,36
585,6,7,10,16,38,41,4
586,2,7,12,15,21,34,5
587,14,21,29,31,32,37,17
588,2,8,15,22,25,41,30
589,6,8,28,33,38,39,22
590,20,30,36,38,41,45,23
591,8,13,14,30,38,39,5
592,2,5,6,13,28,44,43
593,9,10,13,24,33,38,28
594,2,8,13,25,28,37,3
595,8,24,28,35,38,40,5
596,3,4,12,14,25,43,17
597,8,10,23,24,35,43,37
598,4,12,24,33,38,45,22
599,5,12,17,29,34,35,27
600,5,11,14,27,29,36,44
601,2,16,19,31,34,35,37
602,13,14,22,27,30,38,2
603,2,19,25,26,27,43,28
604,2,6,18,21,33,34,30
605,1,2,7,9,10,38,42
606,1,5,6,14,20,39,22
607,8,14,23,36,38,39,13
608,4,8,18,19,39,44,41
609,4,8,27,34,39,40,13
610,14,18,20,23,28,36,33
611,2,22,27,33,36,37,14
612,6,9,18,19,25,33,40
613,7,8,11,16,41,44,35
614,8,21,25,39,40,44,18
615,10,17,18,19,23,27,35
616,5,13,18,23,40,45,3
617,4,5,11,12,24,27,28
618,8,16,25,30,42,43,15
619,6,8,13,30,35,40,21
620,2,16,17,32,39,45,40
621,1,2,6,16,19,42,9
622,9,15,16,21,28,34,24
623,7,13,30,39,41,45,25
624,1,7,19,26,27,35,16
625,3,6,7,20,21,39,13
626,13,14,26,33,40,43,15
627,2,9,22,25,31,45,12
628,1,7,12,15,23,42,11
629,19,28,31,38,43,44,1
630,8,17,21,24,27,31,15
631,1,2,4,23,31,34,8
632,15,18,21,32,35,44,6
633,9,12,19,20,39,41,13
634,4,10,11,12,20,27,38
635,11,13,25,26,29,33,32
636,6,7,15,16,20,31,26
637,3,16,22,37,38,44,23
638,7,18,22,24,31,34,6
639,6,15,22,23,25,32,40
640,14,15,18,21,26,35,23
641,11,18,21,36,37,43,12
642,8,17,18,24,39,45,32
643,15,24,31,32,33,40,13
644,5,13,17,23,28,36,8
645,1,4,16,26,40,41,31
646,2,9,24,41,43,45,30
647,5,16,21,23,24,30,29
648,13,19,28,37,38,43,4
649,3,21,22,33,41,42,20
650,3,4,7,11,31,41,35
651,11,12,16,26,29,44,18
652,3,13,15,40,41,44,20
653,5,6,26,27,38,39,1
654,16,21,26,31,36,43,6
655,7,37,38,39,40,44,18
656,3,7,14,16,31,40,39
657,10,14,19,39,40,43,23
658,8,19,25,28,32,36,37
659,7,18,19,27,29,42,45
660,4,9,23,33,39,44,14
661,2,3,12,20,27,38,40
662,5,6,9,11,15,37,26
663,3,5,8,19,38,42,20
664,10,20,33,36,41,44,5
665,5,6,11,17,38,44,13
666,2,4,6,11,17,28,16
667,15,17,25,37,42,43,13
668,12,14,15,24,27,32,3
669,7,8,20,29,33,38,9
670,11,18,26,27,40,41,25
671,7,9,10,13,31,35,24
672,8,21,28,31,36,45,43
673,7,10,17,29,33,44,5
674,9,10,14,25,27,31,11
675,1,8,11,15,18,45,7
676,1,8,17,34,39,45,27
677,12,15,24,36,41,44,42
678,4,5,6,12,25,37,45
679,3,5,7,14,26,34,35
680,4,10,19,29,32,42,30
681,21,24,27,29,43,44,7
682,17,23,27,35,38,43,2
683,6,13,20,27,28,40,15
684,1,11,15,17,25,39,40
685,6,7,12,28,38,40,18
686,7,12,15,24,25,43,13
687,1,8,10,13,28,42,45
688,5,15,22,23,34,35,2
689,7,17,19,30,36,38,34
690,24,25,33,34,38,39,43
691,15,27,33,35,43,45,16
692,3,11,14,15,32,36,44
693,1,6,11,28,34,42,30
694,7,15,20,25,33,43,12
695,4,18,26,33,34,38,14
696,1,7,16,18,34,38,21
697,2,5,8,11,33,39,31
698,3,11,13,21,33,37,18
699,4,5,8,16,21,29,3
700,11,23,28,29,30,44,13
701,3,10,14,16,36,38,35
702,3,13,16,24,26,29,9
703,10,28,31,33,41,44,21
704,1,4,8,23,33,42,45
705,1,6,17,22,28,45,23
706,3,4,6,10,28,30,37
707,2,12,19,24,39,44,35
708,2,10,16,19,34,45,1
709,10,18,30,36,39,44,32
710,3,4,9,24,25,33,10
711,11,15,24,35,37,45,42
712,17,20,30,31,33,45,19
713,2,5,15,18,19,23,44
714,1,7,22,33,37,40,20
715,2,7,27,33,41,44,10
716,2,6,13,16,29,30,21
717,2,11,19,25,28,32,44
718,4,11,20,23,32,39,40
719,4,8,13,19,20,43,26
720,1,12,29,34,36,37,41
721,1,28,35,41,43,44,31
722,12,14,21,30,39,43,45
723,20,30,33,35,36,44,22
724,2,8,33,35,37,41,14
725,6,7,19,21,41,43,38
726,1,11,21,23,34,44,24
727,7,8,10,19,21,31,20
728,3,6,10,30,34,37,36
729,11,17,21,26,36,45,16
730,4,10,14,15,18,22,39
731,2,7,13,25,42,45,39
732,2,4,5,17,27,32,43
733,11,24,32,33,35,40,13
734,6,16,37,38,41,45,18
735,5,10,13,27,37,41,4
736,2,11,17,18,21,27,6
737,13,15,18,24,27,41,11
738,23,27,28,38,42,43,36
739,7,22,29,33,34,35,30
740,4,8,9,16,17,19,31
741,5,21,27,34,44,45,16
742,8,10,13,36,37,40,6
743,15,19,21,34,41,44,10
744,10,15,18,21,34,41,43
745,1,2,3,9,12,23,10
746,3,12,33,36,42,45,25
747,7,9,12,14,23,28,17
748,3,10,13,22,31,32,29
749,12,14,24,26,34,45,41
750,1,2,15,19,24,36,12
751,3,4,16,20,28,44,17
752,4,16,20,33,40,43,7
753,2,17,19,24,37,41,3
754,2,8,17,24,29,31,32
755,13,14,26,28,30,36,37
756,10,14,16,18,27,28,4
757,6,7,11,17,33,44,1
758,5,9,12,30,39,43,24
759,9,33,36,40,42,43,32
760,10,22,27,31,42,43,12
761,4,7,11,24,42,45,30
762,1,3,12,21,26,41,16
763,3,8,16,32,34,43,10
764,7,22,24,31,34,36,15
765,1,3,8,12,42,43,33
766,9,30,34,35,39,41,21
767,5,15,20,31,34,42,22
768,7,27,29,30,38,44,4
769,5,7,11,16,41,45,4
770,1,9,12,23,39,43,34
771,6,10,17,18,21,29,30
772,5,6,11,14,21,41,32
773,8,12,19,21,31,35,44
774,12,15,18,28,34,42,9
775,11,12,29,33,38,42,17
776,8,9,18,21,28,40,20
777,6,12,17,21,34,37,18
778,6,21,35,36,37,41,11
779,6,12,19,24,34,41,4
780,15,17,19,21,27,45,16
781,11,16,18,19,24,39,43
782,6,18,31,34,38,45,20
783,14,15,16,17,38,45,36
784,3,10,23,24,31,39,22
785,4,6,15,25,26,33,40
786,12,15,16,20,24,30,38
787,5,6,13,16,27,28,9
788,2,10,11,19,35,39,29
789,2,6,7,12,19,45,38
790,3,8,19,27,30,41,12
791,2,10,12,31,33,42,32
792,2,7,19,25,29,36,16
793,10,15,21,35,38,43,31
794,6,7,18,19,30,38,13
795,3,10,13,26,34,38,36
796,1,21,26,36,40,41,5
797,5,22,31,32,39,45,36
798,2,10,14,22,32,36,41
799,12,17,23,34,42,45,33
800,1,4,10,12,28,45,26
801,17,25,28,37,43,44,2
802,10,11,12,18,24,42,27
803,5,9,14,26,30,43,2
804,1,10,13,26,32,36,9
805,3,12,13,18,31,32,42
806,14,20,23,31,37,38,27
807,6,10,18,25,34,35,33
808,15,21,31,32,41,43,24
809,6,11,15,17,23,40,39
810,5,10,13,21,39,43,11
811,8,11,19,21,36,45,25
812,1,3,12,14,16,43,10
813,11,30,34,35,42,44,27
814,2,21,28,38,42,45,30
815,17,21,25,26,27,36,4
816,12,18,19,29,31,39,7
817,3,9,12,13,25,43,34
818,14,15,25,28,29,30,3
819,16,25,33,38,40,45,15
820,10,21,22,30,35,42,6
821,1,12,13,24,29,44,16
822,9,18,20,24,27,36,12
823,12,18,24,26,39,40,15
824,7,9,24,29,34,38,26
825,8,15,21,31,33,38,42
826,13,16,24,25,33,36,42
827,5,11,12,29,33,44,14
828,4,7,13,29,31,39,18
829,4,5,31,35,43,45,29
830,5,6,16,18,37,38,17
831,3,10,16,19,31,39,9
832,13,14,19,26,40,43,30
833,12,18,30,39,41,42,19
834,6,8,18,35,42,43,3
835,9,10,13,28,38,45,35
836,1,9,11,14,26,28,19
837,2,25,28,30,33,45,6
838,9,14,17,33,36,38,20
839,3,9,11,12,13,19,35
840,2,4,11,28,29,43,27
841,5,11,14,30,33,38,24
842,14,26,32,36,39,42,38
843,19,21,30,33,34,42,4
844,7,8,13,15,33,45,18
845,1,16,29,33,40,45,6
846,5,18,30,41,43,45,13
847,12,16,26,28,30,42,22
848,1,2,16,22,38,39,34
849,5,13,17,29,34,39,3
850,16,20,24,28,36,39,5
851,14,18,22,26,31,44,40
852,11,17,28,30,33,35,9
853,2,8,23,26,27,44,13
854,20,25,31,32,36,43,3
855,8,15,17,19,43,44,7
856,10,24,40,41,43,44,17
857,6,10,16,28,34,38,43
858,9,13,32,38,39,43,23
859,8,22,35,38,39,41,24
860,4,8,18,25,27,32,42
861,11,17,19,21,22,25,24
862,10,34,38,40,42,43,32
863,16,21,28,35,39,43,12
864,3,7,10,13,25,36,32
865,3,15,22,32,33,45,2
866,9,15,29,34,37,39,12
867,14,17,19,22,24,40,41
868,12,17,28,41,43,44,25
869,2,6,20,27,37,39,4
870,21,25,30,32,40,42,31
871,2,6,12,26,30,34,38
872,2,4,30,32,33,43,29
873,3,5,12,13,33,39,38
874,1,15,19,23,28,42,32
875,19,22,30,34,39,44,36
